Metric Name,SQL Statement,Solution KM Note,Solution for the issue,Application Code,Issue Summary,Issue Description,Issue Severity,Product to raise SR if help needed,Sr Component,Sr Sub Component,Scheduling,Scheduling Details,Business Flow,Business Impact,Prod Family,Prod Area
ME$EBS_FIN_FA_DEPRECIATION_INCOMPLETE_STATUS_CHECK,"Select bk.book_type_code book_type_code, bk.deprn_status deprn_status, bk.mass_request_id mass_request_id, bk.deprn_request_id deprn_request_id
from fa_book_controls bk
where bk.deprn_status in ('S', 'R')
and rownum < 1000
order by bk.book_type_code",2353260.1,"SYMPTOMS
============
Depreciation status, on the tables, shows it is still Running (R) or Submitted (S) for one or more posting books.


CAUSE
============
Depreciation status is not complete for posting book(s). This impacts running processes like Depreciation (FADEPR) and/or Mass Additions Post (FAMAPT).
Likely, the depreciation run was cancelled and now DEPRN_STATUS in FA_BOOK_CONTROLS is 'S' or 'R', the MASS_REQUEST_ID is not NULL, or the DEPRN_REQUEST_ID is not NULL.


SOLUTION
============
Q: How to re-run depreciation when the status on the tables shows it is still running or submitted?

A: You must make sure the MASS_REQUEST_ID and the DEPRN_REQUEST_ID are NULL and the DEPRN_STATUS is NOT S or R.

1. Run the following select statement to confirm:
SELECT deprn_status, mass_request_id, book_type_code FROM fa_book_controls WHERE book_type_code = &book;

2. To fix, run the following script:
UPDATE fa_book_controls SET mass_request_id = NULL, deprn_request_id = NULL, deprn_status = 'E' WHERE book_type_code = &book; COMMIT;

3. (optional) If Multi Reporting Currency (MRC) is configured, check the status of the MRC book:
SQL> SELECT book_type_code, deprn_status, deprn_request_id, mass_request_id FROM fa_mc_book_controls WHERE book_type_code = &mrc_book;

SQL> UPDATE fa_mc_book_controls SET mass_request_id = NULL, deprn_request_id = NULL, deprn_status = 'E' WHERE book_type_code = &mrc_book; COMMIT;

4. Resubmit depreciation.

For reference please see this note: R11i and Later: How to Rerun Depreciation When Status On Tables Show Still Running or Submitted? (Doc ID 144312.1)",OFA,Book(s) found with an incomplete depreciation status.,Asset Book(s) depreciation status shows still Running or Submitted impacting depreciation period close.,2,Oracle Assets,DEPRN,DEP,WEEK,SAT,Accounting to Financial Reports: Period Close,Resolving depreciation issues prior to month end allows for a smoother period close.,EBS Financials,EBS - Fixed Assets
ME$EBS_ATG_CT_PURGE_FND_LOBS_TABLE,"SELECT dummy dummyalias FROM dual,( select program_name ,count(*)
from FND_LOBS
where expiration_date is not NULL
group by program_name having count(*) >= 10000 )",829235.1,"The FND_LOBS table is used by different E-Business Suite (EBS) features, components, and products. Some features, such as Export, will make use of the EXPIRATION_DATE column; however, other features such as Attachments do not have an expiration date and will not use the EXPIRATION_DATE column.

The core E-Business Suite (EBS) Attachments form function does NOT use the EXPIRATION_DATE column within the FND_LOBS table. The action of populating the EXPIRATION_DATE column under Bug 9004099 was a one-time action in order to clean up orphaned FND_LOBS records via the program ""Purge Obsolete Generic File Manager Data"".

Other components and products that utilize the FND_LOBS table are: Help, ""Generic Loader"" (FNDLOAD), Document Management, Oracle Content Manager, and so on.

FND_LOBS is a unique table that is used for both EBS temporary data (i.e. Export) and permanent user data (i.e. Attachments).

References:
How To Manage, Reduce, and/or Purged The FND_LOBS Table? (Doc ID 1288149.1)
FAQ - Performance Considerations For FND_LOBS (Doc ID 829235.1)",FND,Purge Consideration for FND_LOBS Table to avoid abnormal growth of FND_LOBS table,FAQ - Performance Considerations For FND_LOBS (Doc ID 829235.1),2,Oracle Concurrent Processing,PERFORMANC,PERFORMANCE,WEEK,SAT,System: Techstack,"Of all the tables that occupy very large amount of space within APPLSYSD and APPLSYSX tablespaces of Oracle Applications instances, FND_LOBS is usually one of the top 10. This is because, it stores all the attachments that have been uploaded to Oracle Applications. There is a LOB field within this table called FILE_DATA, the corresponding LOB segment (e.g., APPLSYS.SYS_LOB0000680397C00004$$) is where the actual attachment data is stored, and is usually very large.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_INTERNAL_MANAGER_ICM_ACTUAL_TARGET_NOT_SAME,"SELECT
    concurrent_queue_name ConcurrentQueueName,
    running_processes RunningProcess,
    max_processes TargetProcess
FROM
    fnd_concurrent_queues
WHERE
        concurrent_queue_name = 'FNDICM'
    AND running_processes != max_processes",2866879.1,"Please navigate to

System Administrator --> Concurrent -->Manager --> Administer form and check the  Internal Concurrent Manager(ICM)  Actual and Target Process are Equal.

If not Equal, please restart the managers to fix any issue's.",FND,Internal Concurrent Manager Actual and Target Process are Not Equal.,"If there Actual and Target process for Internal manager are not same, than it indicates a issue with manager and will cause issue in concurrent processing",2,Oracle Concurrent Processing,MANAGER,MANAGER,DAY,1,System: Techstack,"If there Actual and Target process for Internal Concurrent Manager are not same, than it indicates a issue with manager and will cause issue in concurrent request post processing hampering normal business.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_OPPMANAGER_ACTUAL_TARGET_NOT_SAME,"SELECT
    concurrent_queue_name ConcurrentQueueName,
    running_processes RunningProcess,
    target_processes TargetProcess
FROM
    fnd_concurrent_queues
WHERE running_processes != max_processes
AND manager_type IN (
      SELECT
      service_id
      FROM
      fnd_cp_services
      WHERE
      service_handle = 'FNDOPP' ) ",2866879.1,"Please navigate to

System Administrator --> Concurrent -->Manager --> Administer form and check the  Output Post Processor(OPP) Concurrent Manager Actual and Target Process are Equal.

If not Equal, please restart the managers to fix any issue's.",FND,OPP Concurrent Manager Actual and Target Process are Not Equal.,"If there Actual and Target process for OPP managers are not same, than it indicates a issue with manager and will cause issue in concurrent post processing",2,Oracle Concurrent Processing,MANAGER,MANAGER,DAY,1,System: Techstack,"If there Actual and Target process for OPP managers are not same, than it indicates a issue with manager and will cause issue in concurrent request post processing hampering normal business.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_STANDARD_MANAGER_ACTUAL_TARGET_NOT_SAME,"SELECT
    concurrent_queue_name ConcurrentQueueName,
    running_processes RunningProcess,
    max_processes TargetProcess
FROM
    fnd_concurrent_queues
WHERE
        concurrent_queue_name = 'STANDARD'
    AND running_processes != max_processes",2866879.1,"Please navigate to

System Administrator --> Concurrent -->Manager --> Administer form and check the Standard Concurrent Manager Actual and Target Process are Equal.

If not Equal, please restart the managers to fix any issue's.",FND,Standard Concurrent Manager Actual and Target Process are Not Equal.,"If there Actual and Target process for Standard managers are not same, than it indicates a issue with manager and will cause issue in concurrent processing",2,Oracle Concurrent Processing,MANAGER,MANAGER,DAY,1,System: Techstack,"If there Actual and Target process for Standard managers are not same, than it indicates a issue with manager and will cause issue in concurrent request processing hampering normal business.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_FND_CONCURRENT_REQUESTS_ABOVE_500K,"SELECT
    dummy dummyalias
FROM
    dual,
    (
        SELECT
            COUNT(*)
        FROM
            fnd_concurrent_requests
        WHERE phase_code='C'
        HAVING
            COUNT(*) >= 500000
    )
",1095625.1,"Follow the below steps to run the 'Purge Concurrent Request and/or Manager Data (FNDCPPUR)' concurrent program to purge eligible records from the FND_CONCURRENT_REQUESTS table. 
Login as System Administrator,
Navigate to the Requests form and
 Select 'Purge Concurrent Request and/or Manager Data'

Reference:
Health Check Alert: Purge the eligible records from the FND_CONCURRENT_REQUESTS table (Doc ID 1095625.1)",FND,There are more than 500k records in the FND_CONCURRENT_REQUESTS table,"If there are more than 500000 records in the FND_CONCURRENT_REQUESTS table, this can cause performance issues with the concurrent processing sub-system.",2,Oracle Concurrent Processing,PP,PP,WEEK,SAT,System: Techstack,"If there are more than 500000 records in the FND_CONCURRENT_REQUESTS table, this can cause performance issues with the concurrent processing sub-system. It is recommended to purge the eligible records.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_APPLPTMP_NOT_IN_UTL_FILE_DIR,"SELECT
    dummy dummyalias
FROM
    dual,
    (
        SELECT
            1
        FROM
            dual
        WHERE
            EXISTS (
                SELECT
                    applptmp
                FROM
                    (
                        SELECT DISTINCT
                            extractvalue(xmltype(text), '//APPLPTMP') applptmp
                        FROM
                            fnd_oam_context_files
                        WHERE
                                status = 'S'
                            AND path LIKE '%appl/admin%'
                    ), v$instance vi
                WHERE
                    applptmp != (
                        SELECT
                            nvl(substr(t.value, 0, instr(t.value, ',') - 1), t.value) AS output
                        FROM
                            v$parameter t
                        WHERE
                            name = 'utl_file_dir'
                    )
                   and vi.version like '19%'
            )
    )",2723960.1,"Follow the step from the below document to correctly set the APPLPTMP in UTL_FILE_DIR, so that Concurrent Requests Will Not Fail With Error ORA-20100

Concurrent Requests Fail With Error ORA-20100 (Doc ID 2723960.1)",FND,Concurrent Requests Fail With Error ORA-20100,"Concurrent Requests fail with the following error:

ERROR
-----------------------
ORACLE error 20100 in FDPSTP
Cause: FDPSTP failed due to ORA-20100:",2,Oracle Concurrent Processing,REQUEST,REQUEST,WEEK,SAT,System: Techstack,"Concurrent Requests fail with the following error:

ERROR
-----------------------
ORACLE error 20100 in FDPSTP
Cause: FDPSTP failed due to ORA-20100: ORA-20100: Temporary file creation for FND_FILE failed.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_PURGE_FND_CP_GSM_OPP_AQTBL_TABLE,"SELECT
    dummy dummyalias
FROM
    dual,
    (
        SELECT
            COUNT(*)
        FROM
            applsys.fnd_cp_gsm_opp_aqtbl
        HAVING
            COUNT(*) >= 10000
    )
    ",1156523.1,"Follow the Instruction from the below document to  Purge FND_AQ Tables

How To Purge FND_AQ Tables (Doc ID 1156523.1)",FND,Purge FND_AQ Tables to avoid Concurrent Manager/Request performance issue.,How To Purge FND_AQ Tables (Doc ID 1156523.1),2,Oracle Concurrent Processing,PP,PP,MONTH,1,System: Techstack,"1. The Internal standard manager take a long time to startup

2. The table AQ$_FND_CP_GSM_OPP_AQTBL table grow up enormously and has a lot of records

3. The following message is shown for a concurrent request of a bi publisher report:

    Post-processing of request xxx failed with the error message:
    ORA-04021: timeout occurred while waiting to lock object",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_FND_LOG_MESSAGES_ABOVE_500K,"SELECT
    dummy dummyalias
FROM
    dual,
    (
        SELECT
            COUNT(*)
        FROM
            fnd_log_messages
       WHERE timestamp < sysdate - 7
        HAVING
            COUNT(*) >= 500000
    )",735138.1,"How to Purge/Troubleshoot the FND_LOG_MESSAGES table (Doc ID 735138.1)

For Purging data in ""FND_LOG_MESSAGES"" table, below concurrent program has to run successfully.

In Oracle Application Release 11i :
==============================
Please run concurrent program ""Purge Debug Log and System Alerts"" (short name: FNDLGPRG).

In Oracle Application Release 12 :
==============================
Please run concurrent program ""Purge Logs and Closed System Alerts"" (short name: FNDLGPRG).

Concurrent program ""Purge Debug Log and System Alerts"" in Release 11i and ""Purge Logs and Closed System Alerts"" in Release 12 is recommended way to purge messages. This program purges all messages up to the specified date,except messages for active transactions (new or open alerts, active ICX sessions, concurrent requests, and so on). This program is by default scheduled to run daily and purge messages whose transaction context is older than 7 days. Internally this concurrent program invokes FND_LOG_ADMIN APIs.

Data from the following tables will be deleted when you run ""Purge Logs and Closed System Alerts'"" or ""Purge Debug Log and System Alerts"" program :

FND_EXCEPTION_NOTES;
FND_OAM_BIZEX_SENT_NOTIF;
FND_LOG_METRICS;
FND_LOG_UNIQUE_EXCEPTIONS;
FND_LOG_EXCEPTIONS;
FND_LOG_MESSAGES;
FND_LOG_TRANSACTION_CONTEXT;
FND_LOG_ATTACHMENTS",FND,There are more than 500k records in the FND_LOG_MESSAGES table,"If there are more than 500000 records in the FND_LOG_MESSAGES table, this can cause performance issues with the application.",2,Oracle Concurrent Processing,PP,PP,WEEK,SAT,System: Techstack,"If there are more than 500000 records in the FND_LOG_MESSAGES table, this can cause performance issues with the applications. It is recommended to purge the eligible records.",EBS ATG,EBS - Component Tools
ME$EBS_ATG_CT_UNABLE_TO_FIND_OPP_ORPHAN_SUBSCRIBER,"SELECT
    dummy dummyalias
FROM
    dual,
    (
        SELECT
            ltrim(name, 'OPP')
        FROM
            applsys.aq$fnd_cp_gsm_opp_aqtbl_s
        WHERE
            NOT EXISTS (
                SELECT
                    fcp.concurrent_process_id
                FROM
                    fnd_concurrent_queues    fcq,
                    fnd_concurrent_processes fcp
                WHERE
                        fcq.manager_type in (select service_id from FND_CP_SERVICES WHERE service_handle='FNDOPP')
                    AND fcq.concurrent_queue_id = fcp.concurrent_queue_id
                    AND fcq.application_id = fcp.queue_application_id
                    AND fcp.process_status_code = 'A'
            )
    )",2215371.1,"Please follow the instruction from the below document to fix the OPP issue.

R12 E-Business Suite Output Post Processor (OPP) Fails To Pick Up Concurrent Requests With Error 'Unable to find an Output Post Processor service to post-process request nnnnn' (Doc ID 2215371.1)",FND,OPP Fails To Pick Up Concurrent Request With Error: Unable to find an Output Post Processor,OPP Fails To Pick Up Concurrent Requests With Error 'Unable to find an Output Post Processor service to post-process request nnnnn' (Doc ID 2215371.1),2,Oracle Concurrent Processing,PP,PP,WEEK,SAT,System: Techstack,"Requests fail during Post Processing with the following errors:

'Unable to find an Output Post Processor service to post-process request xxxxx.

Check that the Output Post Processor service is running'",EBS ATG,EBS - Component Tools
ME$EBS_MFG_DM_CST_WIP_INTERFACE_ERROR,"Select transaction_id transaction_id, process_status process_status ,organization_code organization_code, wip_entity_name wip_entity_name, transaction_date transaction_date, acct_period_id acct_period_id
from wip_cost_txn_interface
where process_status = 3
and rownum<100
Order By Organization_Id",1069492.1,"SYMPTOM: There are WIP transactions in error to get costed.

CAUSE: Data corruption or setup issue.

SOLUTION: Step through section Pending WIP Costing transactions from Doc ID 1069492.1 - Resolving Period Close Pending Transaction R12.
If you would like assistance for further diagnosis, please update the SR and Support will engage appropriately.",BOM,There are WIP transactions in error to get costed.,There are WIP transactions in error to get costed.,2,Oracle Cost Management,WIP,,WEEK,SAT,Accounting to Financial Reports: Period Close,Unable to perform period close,EBS MFG,EBS - Discrete MFG Execution and Financials
ME$EBS_MFG_DM_ERR_MMT,"select transaction_id transaction_id, inventory_item_id inventory_item_id, organization_id organization_id, transaction_date transaction_date, error_code error_code, error_explanation error_explanation
from MTL_MATERIAL_TRANSACTIONS
where error_code is NOT NULL
and transaction_date >= sysdate-60
and rownum<100
order by error_code, organization_id",2354542.1,"SYMPTOM: There are transactions that need review in Material Transactions table. An uncosted transaction will prevent period close if not processed.

CAUSE: Data corruption or setup issue.

SOLUTION: Step through the following documents:

Doc ID 748704.1 How to resolve Pending or Erred Cost Manager or Cost Workers  
Doc ID 865438.1 How to resolve Costing Errors & Problems
Doc ID 1274319.1 Costing Transaction Errors In MTL_MATERIAL_TRANSACTIONS table.

If you would like assistance for further diagnosis, please update the SR and Support will engage appropriately.",BOM,Error or Uncosted Transactions found in mtl_Material_transactions table,"There are transactions that need review in Material Transactions table.
An uncosted transaction will prevent period close if not processed.",2,Oracle Cost Management,COST_ERROR,COST_AVG,WEEK,SAT,Accounting to Financial Reports: Period Close,"Uncosted Transactions can prevent Inventory period close, cannot reconcile Inventory with GL, and will result in inaccurate financial reports.",EBS MFG,EBS - Discrete MFG Execution and Financials
ME$EBS_MFG_DM_CST_SLA_ERROR,"SELECT XE.event_type_code Event_Code,XAE.EVENT_ID Event_id,XAE.ENTITY_ID entity_id,XAE.LEDGER_ID ledger_id,XAE.MESSAGE_NUMBER message_number,XAE.AE_HEADER_ID header_id
FROM xla_ae_headers xah,
xla_events xe,
xla_ae_lines xal,
xla_accounting_errors xae
WHERE xae.application_id=707
AND xe.application_id=707
AND xal.application_id=707
AND xah.application_id=707
AND xae.ae_header_id=xah.ae_header_Id
AND xah.ae_header_Id=xal.ae_header_id
AND xae.event_id=xe.event_id
AND xe.event_id=xah.event_id
AND xah.GL_TRANSFER_STATUS_CODE='N'
and xe.event_date BETWEEN sysdate-30 and sysdate
and rownum<100",748704.1,"SYMPTOM: When attempting to run Create Accounting - Cost Management process, errors occur.

CAUSE: SLA records did not process due to data corruption or setup issue.

SOLUTION: Step through Doc ID 748704.1 - How to resolve Pending or Erred Cost Manager or Cost Workers.
If you would like assistance for further diagnosis, please update the SR and Support will engage appropriately.",BOM,There are SLA records which did not process due to error,"Create Accounting - Cost Management process, ends with error occurs:",2,Oracle Cost Management,SLA,,WEEK,SAT,Accounting to Financial Reports: Period Close,SLA transactions not transferred to GL.,EBS MFG,EBS - Discrete MFG Execution and Financials
ME$EBS_MFG_DM_SLA-CST-UNPROCESSED-EVENTS_2,"SELECT LEDGER_ID LEDGER_ID,
LEDGER_NAME LEDGER_NAME,
PROCESS_STATUS PROCESS_STATUS,
EVENT_STATUS EVENT_STATUS,
COUNT COUNT
FROM (
SELECT XAE.LEDGER_ID LEDGER_ID,
GL.NAME LEDGER_NAME,
DECODE (XE.PROCESS_STATUS_CODE,'D','Draft','E','Error','I','Invalid','P','Processed','R','Related event in error','U','Unprocessed','F','Final Mode',XE.PROCESS_STATUS_CODE) PROCESS_STATUS,
DECODE(XE.EVENT_STATUS_CODE,'I','Incomplete','N','No action','P','Processed','U','Unprocessed') EVENT_STATUS,
COUNT(*) COUNT
FROM XLA_EVENTS XE, XLA_AE_HEADERS XAE, GL_LEDGERS GL
WHERE XE.APPLICATION_ID=707
AND XE.EVENT_ID=XAE.EVENT_ID
AND XAE.LEDGER_ID=GL.LEDGER_ID
AND XE.EVENT_DATE BETWEEN SYSDATE-7 AND SYSDATE
AND XE.EVENT_STATUS_CODE='U'
AND XE.PROCESS_STATUS_CODE IN ('D','U')
GROUP BY XAE.LEDGER_ID, GL.NAME, XE.PROCESS_STATUS_CODE, XE.EVENT_STATUS_CODE)
where rownum<100",2005838.1,"SYMPTOM: Unprocessed records impede the ability to perform a proper period end close.

CAUSE: Data corruption or setup issue.

SOLUTION: Step through the following note: Review Doc ID 2005838.1 SLA Create Accounting -Cost Management Common Error Code/Number.

If you would like assistance for further diagnosis, please update the SR and Support will engage appropriately.",BOM,Create Accounting-Cost management Un-Processed Event transactions in xla_events,Unprocessed Records found after running Create accounting. Subledger Period Close Exceptions Report shows unprocessed records,2,Oracle Cost Management,SLA,CREATE_ACT,WEEK,SAT,Accounting to Financial Reports: Period Close,Unprocessed records impede the ability to perform a proper period end close.,EBS MFG,EBS - Discrete MFG Execution and Financials
ME$EBS_MFG_DM_SLA-CST-INVALID-EVENTS,"SELECT LEDGER_ID LEDGER_ID,
LEDGER_NAME LEDGER_NAME,
PROCESS_STATUS PROCESS_STATUS,
EVENT_STATUS EVENT_STATUS,
COUNT COUNT
FROM (
SELECT XAE.LEDGER_ID LEDGER_ID,
GL.NAME LEDGER_NAME,
DECODE (XE.PROCESS_STATUS_CODE,'D','Draft','E','Error','I','Invalid','P','Processed','R','Related event in error','U','Unprocessed','F','Final Mode',XE.PROCESS_STATUS_CODE) PROCESS_STATUS,
DECODE(XE.EVENT_STATUS_CODE,'I','Incomplete','N','No action','P','Processed','U','Unprocessed') EVENT_STATUS,
COUNT(*) COUNT
FROM XLA_EVENTS XE, XLA_AE_HEADERS XAE, GL_LEDGERS GL
WHERE XE.APPLICATION_ID=707
AND XE.EVENT_ID=XAE.EVENT_ID
AND XAE.LEDGER_ID=GL.LEDGER_ID
AND XE.EVENT_DATE BETWEEN SYSDATE-7 AND SYSDATE
AND XE.EVENT_STATUS_CODE='U'
AND XE.PROCESS_STATUS_CODE='I'
GROUP BY XAE.LEDGER_ID, GL.NAME, XE.PROCESS_STATUS_CODE, XE.EVENT_STATUS_CODE)
where rownum<100",2005838.1,"SYMPTOM: Invalid Records found after running Create accounting. Subledger Period Close Exceptions Report shows unprocessed records.

CAUSE: Data corruption or setup issue.

SOLUTION: Step through the following note: Review Doc ID 2005838.1 SLA Create Accounting -Cost Management Common Error Code/Number.

If you would like assistance for further diagnosis, please update the SR and Support will engage appropriately.",BOM,Create Accounting-Cost management Invalid Event transactions in xla_events,Invalid Records found after running Create accounting. Subledger Period Close Exceptions Report shows unprocessed records,2,Oracle Cost Management,SLA,CREATE_ACT,WEEK,SAT,Accounting to Financial Reports: Period Close,Invalid records impede the ability to perform a proper period end close.,EBS MFG,EBS - Discrete MFG Execution and Financials
ME$EBS_FIN_FCA_JE_INCORRECT_HQ_REG,"SELECT DISTINCT zl.application_id application_id,
         zl.trx_id trx_id,
         zl.trx_date trx_date,
         zl.legal_entity_id legal_entity_id,
         zl.HQ_ESTB_REG_NUMBER hq_estb_reg_number,
         zl.HQ_ESTB_PARTY_TAX_PROF_ID hq_estb_party_tax_prof_id
FROM ZX_LINES ZL,
     XLE_ETB_PROFILES ETB,
     ZX_PARTY_TAX_PROFILE PTP
WHERE zl.application_id IN (200,222)
  AND zl.entity_code    IN ('AP_INVOICES','TRANSACTIONS')
  AND zl.tax_rate_id IS NOT NULL
  AND ETB.legal_entity_id = zl.legal_entity_id
  AND ETB.MAIN_ESTABLISHMENT_FLAG = 'Y'
  AND zl.trx_date BETWEEN NVL(etb.main_effective_from, zl.trx_date)
                      AND NVL(etb.main_effective_to, zl.trx_date)
  AND PTP.PARTY_ID = ETB.PARTY_ID
  AND PTP.PARTY_TYPE_CODE = 'LEGAL_ESTABLISHMENT'
  AND EXISTS
      (  SELECT 1
         FROM ZX_REGISTRATIONS REG
         WHERE REG.PARTY_TAX_PROFILE_ID = PTP.PARTY_TAX_PROFILE_ID
           AND ZL.tax_regime_code = reg.tax_regime_code
           AND (    NVL(zl.HQ_ESTB_REG_NUMBER,CHR(0))  <> NVL(REG.REGISTRATION_NUMBER, CHR(0))
                 OR NVL(zl.HQ_ESTB_PARTY_TAX_PROF_ID,-1) <> REG.PARTY_TAX_PROFILE_ID
               )
           AND NVL(reg.tax, zl.tax) = zl.tax
           AND NVL(reg.tax_jurisdiction_code, NVL(zl.tax_jurisdiction_code, CHR(0))) = NVL(zl.tax_jurisdiction_code, CHR(0))
           AND zl.trx_date BETWEEN reg.effective_from AND NVL(reg.effective_to, zl.trx_date)
      )
And exists (select 1 FROM fnd_product_installations WHERE application_id in (7002, 7003) and status='I')
and rownum<21",2417769.1,"Please follow:

1. Check the setup as per note Troubleshooting EMEA VAT reporting issues in Release 12 (Doc ID 1392535.1) ==> IssueA.1

2. Note EB-Tax Data Corruption Issues & Recommended Solutions (Doc ID 1316316.1) => Section 34:  The HQ Establishment Registration Number populated with NULL or incorrect value on Tax Lines:

Apply GDF Patch 27857755 to resolve the issue",JE,HQ Establishment Registration Number populated with NULL or incorrect value on Tax Lines.,HQ Establishment Registration Number populated with NULL or incorrect value on Tax Lines which will cause issues in EMEA VAT Reporting.,2,Oracle Financials for EMEA,ISETUP,ISETUP,WEEK,SAT,Accounting to Financial Reports: Legal Reporting,HQ Establishment Registration Number populated with NULL or incorrect value on Tax Lines which will cause issues in EMEA VAT Reporting,EBS Financials,EBS - Financials Common Applications
ME$EBS_FIN_FCA_JE_TAX_LEVEL_SETUP_MISSING,"select zxdet.DEFAULT_TAXATION_COUNTRY DEFAULT_TAXATION_COUNTRY,
zxlines.trx_id trx_id, 
zxlines.tax_rate_id tax_rate_id,
zxlines.legal_reporting_status legal_reporting_status, 
zxtaxes.LEGAL_REPORTING_STATUS_DEF_VAL LEGAL_REPORTING_STATUS_DEF_VAL
from zx_lines zxlines, zx_lines_det_factors zxdet, zx_rates_b zxrates, zx_taxes_b zxtaxes
where zxlines.legal_reporting_status is null
and zxlines.tax_rate_id = zxrates.tax_rate_id
AND zxrates.tax = zxtaxes.tax
and zxlines.tax_id = zxtaxes.tax_id
and zxlines.application_id = zxdet.application_id
and zxlines.application_id in (200,222)
AND zxlines.TRX_LINE_ID = zxdet.TRX_LINE_ID
and zxlines.trx_id = zxdet.trx_id
and zxtaxes.LEGAL_REPORTING_STATUS_DEF_VAL='000000000000000'
and (zxdet.default_taxation_country in ('BE', 'CH', 'CZ', 'DE', 'DK','ES', 'EX', 'FI', 'FR', 'GR','HU', 'IL', 'IT', 'NL', 'NO', 'PL', 'PT', 'SE', 'TR', 'RU','SK', 'UA', 'RO', 'KZ', 'HR','SI', 'BG', 'RS' ,'AE')
    or zxdet.default_taxation_country is null)
And exists (select 1 FROM fnd_product_installations WHERE application_id in (7002, 7003) and status='I')
And rownum<21",2417752.1,"Please review note Troubleshooting EMEA VAT reporting issues in Release 12 (Note 1392535.1) ==> Case#B.1.1
If datafix is needed, please log an SR with Support referencing this Note 2417752.1.",JE,Missing Legal Reporting Status on transactions,"Missing Legal reporting status for the ones which have the setup at Tax level with Tax Reporting Type Code = ""REPORTING_STATUS_TRACKING"".",2,Oracle Financials for EMEA,ISETUP,ISETUP,WEEK,SAT,Accounting to Financial Reports: Legal Reporting,"Missing Legal reporting status on transactions, for the ones which have the setup at Tax level with Tax Reporting Type Code = ""REPORTING_STATUS_TRACKING"".
If this field it's NULL then the transactions will not be selected nor displayed by EMEA VAT Reporting processes.",EBS Financials,EBS - Financials Common Applications
